# Dictionary extracted from https://synagonism.net/otenet/gr/gpd.html
# Thanks to Nikos Kasseluris at https://synagonism.net
αβάκιο α-βά-κι-ο
αντίγραφο α-ντί-γρα-φο
αντιγράφω α-ντι-γρά-φω
αντιδιουρητική α-ντι-δι-ου-ρη-τι-κή
αντιδράσεων α-ντι-δρά-σε-ων
αντίδραση α-ντί-δρα-ση
αντιδράτε α-ντι-δρά-τε
αντιδρώ α-ντι-δρώ
αντιεξουσιαστικό α-ντι-ε-ξου-σι-α-στι-κό
αντιθέσεις α-ντι-θέ-σεις
αντιθέσεων α-ντι-θέ-σε-ων
αντίθεση α-ντί-θε-ση
αντίθετα α-ντί-θε-τα
αντίθετες α-ντί-θε-τες
αντίθετη α-ντί-θε-τη
αντιθετική α-ντι-θε-τι-κή
αντίθετο α-ντί-θε-το
αντίθετος α-ντί-θε-τος
αντιθέτως α-ντι-θέ-τως
αντιισταμινικό α-ντι-ι-στα-μι-νι-κό
αντικαθιστά α-ντι-κα-θι-στά
αντικαθίσταται α-ντι-κα-θί-στα-ται
αντικαθιστούν α-ντι-κα-θι-στούν
αντικαθιστώ α-ντι-κα-θι-στώ
αντικατασκοπίας α-ντι-κα-τα-σκο-πί-ας
αντικείμενα α-ντι-κεί-με-να
αντικειμενικές α-ντι-κει-με-νι-κές
αντικειμενική α-ντι-κει-με-νι-κή
αντικειμενικό α-ντι-κει-με-νι-κό
αντικείμενο α-ντι-κεί-με-νο
αντικειμένων α-ντι-κει-μέ-νων
αντικινήτρων α-ντι-κι-νή-τρων
αντίκρισμα α-ντί-κρι-σμα
αντικριστά α-ντι-κρι-στά
αντίκτυπο α-ντί-κτυ-πο
αντιλαμβάνεται α-ντι-λαμ-βά-νε-ται
αντιλαμβάνομαι α-ντι-λαμ-βά-νο-μαι
αντιληπτές α-ντι-λη-πτές
αντιληπτικά α-ντι-λη-πτι-κά
αντιληπτό α-ντι-λη-πτό
αντιληφθούν α-ντι-λη-φθούν
αντιλήψεις α-ντι-λή-ψεις
αντιλήψεων α-ντι-λή-ψε-ων
αντιλήψεως α-ντι-λή-ψε-ως
αντίληψη α-ντί-λη-ψη
αντιμεταφυσική α-ντι-με-τα-φυ-σι-κή
αντίμετρα α-ντί-με-τρα
αντίμετρο α-ντί-με-τρο
αντιμέτωπες α-ντι-μέ-τω-πες
αντιμετώπιζε α-ντι-με-τώ-πι-ζε
αντιμετωπίζονται α-ντι-με-τω-πί-ζο-νται
αντιμετωπίζω α-ντι-με-τω-πί-ζω
αντιμετώπιση α-ντι-με-τώ-πι-ση
αντιμετώπισης α-ντι-με-τώ-πι-σης
αντιμετωπίσουμε α-ντι-με-τω-πί-σου-με
αντιμετωπίσουν α-ντι-με-τω-πί-σουν
αντιμετωπίστηκε α-ντι-με-τω-πί-στη-κε
αντιμετωπίσω α-ντι-με-τω-πί-σω
αντιμέτωποι α-ντι-μέ-τω-ποι
αντιμέτωπος α-ντι-μέ-τω-πος
αντιμονίου α-ντι-μο-νί-ου
αντιμονίτης α-ντι-μο-νί-της
αντίο α-ντί-ο
αντιπαθής α-ντι-πα-θής
αντίπαλη α-ντί-πα-λη
αντιπαράθεσης α-ντι-πα-ρά-θε-σης
αντιπρόεδρος α-ντι-πρό-ε-δρος
αντιπροέδρου α-ντι-προ-έ-δρου
αντιπροσωπεία α-ντι-προ-σω-πεί-α
αντιπροσώπευαν α-ντι-προ-σώ-πε-υαν
αντιπροσωπεύουν α-ντι-προ-σω-πε-ύουν
αντιπροσωπεύω α-ντι-προ-σω-πε-ύω
αντιπρόσωπος α-ντι-πρό-σω-πος
αντίρρηση α-ντί-ρρη-ση
αντιστάσεων α-ντι-στά-σε-ων
αντίσταση α-ντί-στα-ση
αντιστοιχία α-ντι-στοι-χί-α
αντίστοιχο α-ντί-στοι-χο
αντιστοιχούν α-ντι-στοι-χούν
αντιστοιχούσαν α-ντι-στοι-χού-σαν
αντίστοιχων α-ντί-στοι-χων
αντίστροφου α-ντί-στρο-φου
αντισυλληπτικό α-ντι-συ-λλη-πτι-κό
αντισύλληψη α-ντι-σύ-λλη-ψη
αντισυμμετρική α-ντι-συ-μμε-τρι-κή
αντίσωμα α-ντί-σω-μα
αντισώματα α-ντι-σώ-μα-τα
αντιτεθεί α-ντι-τε-θεί
αντιτέθηκα α-ντι-τέ-θη-κα
αντιτίθεμαι α-ντι-τί-θε-μαι
αντιτίθεται α-ντι-τί-θε-ται
αντίφαση α-ντί-φα-ση
αντίφασης α-ντί-φα-σης
αντιφατικές α-ντι-φα-τι-κές
αντιφατική α-ντι-φα-τι-κή
αντιφατικότητα α-ντι-φα-τι-κό-τη-τα
αντιφατικότητες α-ντι-φα-τι-κό-τη-τες
’ντλερ ’ντ-λερ
αντοχή α-ντο-χή
αντρική α-ντρι-κή
αντρικό α-ντρι-κό
Αντώνογλου Α-ντώ-νο-γλου
αντωνυμία α-ντω-νυ-μί-α
ανύπαντρων α-νύ-πα-ντρων
ανύπαρκτο α-νύ-παρ-κτο
ανυπέρβλητος α-νυ-πέρ-βλη-τος
ανυπερθέτως α-νυ-περ-θέ-τως
ανυπόληπτος α-νυ-πό-λη-πτος
ανυπολόγιστα α-νυ-πο-λό-γι-στα
ανώγεια α-νώ-γει-α
ανώμαλο α-νώ-μα-λο
ανώνυμο α-νώ-νυ-μο
ανώτερες α-νώ-τε-ρες
ανώτερο α-νώ-τε-ρο
Αξαρλής Α-ξαρ-λής
αξεπέραστος α-ξε-πέ-ρα-στος
αξία α-ξί-α
αξιακά α-ξι-α-κά
αξιακές α-ξι-α-κές
αξιακή α-ξι-α-κή
αξιακό α-ξι-α-κό
αξιακοί α-ξι-α-κοί
αξιακών α-ξι-α-κών
αξιέπαινος α-ξι-έ-παι-νος
αξίζει α-ξί-ζει
αξίζω α-ξί-ζω
αξιοθέατο α-ξι-ο-θέ-α-το
αξιοκρατία α-ξι-ο-κρα-τί-α
αξιόλογα α-ξι-ό-λο-γα
αξιολόγηση α-ξι-ο-λό-γη-ση
αξιόλογος α-ξι-ό-λο-γος
αξιολογούν α-ξι-ο-λο-γούν
αξιόπιστη α-ξι-ό-πι-στη
αξιοσημείωτες α-ξι-ο-ση-μεί-ω-τες
αξιοσημείωτη α-ξι-ο-ση-μεί-ω-τη
αξίωμα α-ξί-ω-μα
αξιωματική α-ξι-ω-μα-τι-κή
αξιών α-ξι-ών
άξονες ά-ξο-νες
αόρατο α-ό-ρα-το
αόρατος α-ό-ρα-τος
αόριστη α-ό-ρι-στη
αοριστία α-ο-ρι-στί-α
αόριστο α-ό-ρι-στο
αόριστος α-ό-ρι-στος
αορτή α-ορ-τή
απαγάγει α-πα-γά-γει
απαγάγω α-πα-γά-γω
απαγγέλλω α-πα-γγέ-λλω
απάγεις α-πά-γεις
απάγοντας α-πά-γο-ντας
απαγόρευση α-πα-γό-ρευ-ση
απαγορευτικά α-πα-γο-ρε-υτι-κά
απάγω α-πά-γω
απαγωγή α-πα-γω-γή
απαίσιο α-παί-σι-ο
απαιτεί α-παι-τεί
απαιτούν α-παι-τούν
απαιτώ α-παι-τώ
απαλλαγή α-πα-λλα-γή
απαλό α-πα-λό
απαντηθεί α-πα-ντη-θεί
απαντήσει α-πα-ντή-σει
απάντηση α-πά-ντη-ση
απαντήσουμε α-πα-ντή-σου-με
απαντήσουν α-πα-ντή-σουν
απαντήσω α-πα-ντή-σω
απαντούν α-πα-ντούν
απαντούσατε α-πα-ντού-σα-τε
απαντώ α-πα-ντώ
απανωτά α-πα-νω-τά
απαξιωμένος α-πα-ξι-ω-μέ-νος
απαραίτητη α-πα-ραί-τη-τη
απαραίτητης α-πα-ραί-τη-της
απαραίτητο α-πα-ραί-τη-το
απαραιτήτως α-πα-ραι-τή-τως
απαρατήρητος α-πα-ρα-τή-ρη-τος
απαρέμφατο α-πα-ρέμ-φα-το
απαριθμούν α-πα-ριθ-μούν
απαρτίζεται α-παρ-τί-ζε-ται
απαρχές α-παρ-χές
απαρχή α-παρ-χή
απασχολεί α-πα-σχο-λεί
απασχόληση α-πα-σχό-λη-ση
απασχόλησης α-πα-σχό-λη-σης
απασχολούσαν α-πα-σχο-λού-σαν
απασχολώ α-πα-σχο-λώ
απατηλή α-πα-τη-λή
απεδείκνυα α-πε-δεί-κνυ-α
απέδειξα α-πέ-δει-ξα
απέδειξε α-πέ-δει-ξε
απεδείχθην α-πε-δεί-χθην
απεικόνιση α-πει-κό-νι-ση
απειλή α-πει-λή
απειλής α-πει-λής
απειλητική α-πει-λη-τι-κή
απειλούμενο α-πει-λού-με-νο
άπειρες ά-πει-ρες
άπειρο ά-πει-ρο
άπειρος ά-πει-ρος
απείρου α-πεί-ρου
άπειρου ά-πει-ρου
απέκκριση α-πέ-κκρι-ση
απεκκριτικό α-πε-κκρι-τι-κό
απέκτησαν α-πέ-κτη-σαν
απέκτησε α-πέ-κτη-σε
απέλασα α-πέ-λα-σα
απελάσει α-πε-λά-σει
απέλαυνα α-πέ-λαυ-να
απελαύνω α-πε-λαύ-νω
απελευθερώνω α-πε-λε-υθε-ρώ-νω
απελευθέρωσε α-πε-λε-υθέ-ρω-σε
απελευθέρωση α-πε-λε-υθέ-ρω-ση
απελπίζομαι α-πελ-πί-ζο-μαι
απέναντι α-πέ-να-ντι
απεργία α-περ-γί-α
απεριόριστης α-πε-ρι-ό-ρι-στης
απεριόριστος α-πε-ρι-ό-ρι-στος
απεστάλην α-πε-στά-λην
απέστειλα α-πέ-στει-λα
απέστελλα α-πέ-στε-λλα
απέτρεψε α-πέ-τρε-ψε
απευθύνονται α-πε-υθύ-νο-νται
απευθύνουμε α-πε-υθύ-νου-με
απήγα α-πή-γα
απήγαγα α-πή-γα-γα
απηρχαιωμένο α-πηρ-χαι-ω-μέ-νο
απηρχαιωμένος α-πηρ-χαι-ω-μέ-νος
απίστευτα α-πί-στε-υτα
απίστευτη α-πί-στε-υτη
απίστευτο α-πί-στε-υτο
απλά α-πλά
απλές α-πλές
απλή α-πλή
απλό α-πλό
απλοποιήσεις α-πλο-ποι-ή-σεις
απλός α-πλός
απλότητα α-πλό-τη-τα
απλότητας α-πλό-τη-τας
απλούστατα α-πλού-στα-τα
απλούστατη α-πλού-στα-τη
απλούστερες α-πλού-στε-ρες
απλούστερη α-πλού-στε-ρη
απλών α-πλών
απλώς α-πλώς
από α-πό
απόβλητος α-πό-βλη-τος
απογειωθεί α-πο-γει-ω-θεί
απογειώθηκα α-πο-γει-ώ-θη-κα
απογειωθώ α-πο-γει-ω-θώ
απογειώνεσαι α-πο-γει-ώ-νε-σαι
απογειώνομαι α-πο-γει-ώ-νο-μαι
απογειωνόμενος α-πο-γει-ω-νό-με-νος
απογειωνόμουν α-πο-γει-ω-νό-μουν
απογειώσου α-πο-γει-ώ-σου
απογοήτευση α-πο-γο-ή-τευ-ση
απόγονος α-πό-γο-νος
απογόνους α-πο-γό-νους
απογραφή α-πο-γρα-φή
αποδείκνυε α-πο-δεί-κνυ-ε
αποδεικνύει α-πο-δει-κνύ-ει
αποδεικνύεται α-πο-δει-κνύ-ε-ται
αποδεικνύομαι α-πο-δει-κνύ-ο-μαι
αποδεικνυόμουν α-πο-δει-κνυ-ό-μουν
αποδεικνύοντας α-πο-δει-κνύ-ο-ντας
αποδεικνύω α-πο-δει-κνύ-ω
αποδεικτική α-πο-δει-κτι-κή
αποδεικτικής α-πο-δει-κτι-κής
απόδειξε α-πό-δει-ξε
αποδείξει α-πο-δεί-ξει
αποδείξεις α-πο-δεί-ξεις
απόδειξη α-πό-δει-ξη
αποδείξω α-πο-δεί-ξω
αποδειχθεί α-πο-δει-χθεί
αποδείχθηκε α-πο-δεί-χθη-κε
αποδεκτή α-πο-δε-κτή
αποδέκτη α-πο-δέ-κτη
αποδεκτό α-πο-δε-κτό
αποδέχεται α-πο-δέ-χε-ται
αποδίδεται α-πο-δί-δε-ται
αποδίδονται α-πο-δί-δο-νται
αποδίδω α-πο-δί-δω
αποδιοπομπαίος α-πο-δι-ο-πο-μπαί-ος
αποδομείται α-πο-δο-μεί-ται
αποδοχές α-πο-δο-χές
αποδοχή α-πο-δο-χή
αποδυνάμωση α-πο-δυ-νά-μω-ση
αποδυνάμωσης α-πο-δυ-νά-μω-σης
αποδώσει α-πο-δώ-σει
απόθεμα α-πό-θε-μα
αποθήκες α-πο-θή-κες
αποθηκεύουν α-πο-θη-κε-ύουν
αποθήκευση α-πο-θή-κευ-ση
αποθήκευσης α-πο-θή-κευ-σης
αποθηκευτικό α-πο-θη-κε-υτι-κό
αποθηκευτικός α-πο-θη-κε-υτι-κός
αποθήκη α-πο-θή-κη
αποκαλεί α-πο-κα-λεί
αποκάλεσε α-πο-κά-λε-σε
αποκαλύπτεται α-πο-κα-λύ-πτε-ται
αποκαλύπτω α-πο-κα-λύ-πτω
αποκαλυφθεί α-πο-κα-λυ-φθεί
αποκάλυψη α-πο-κά-λυ-ψη
αποκαλώ α-πο-κα-λώ
αποκατασταθεί α-πο-κα-τα-στα-θεί
αποκατάσταση α-πο-κα-τά-στα-ση
αποκαταστήσει α-πο-κα-τα-στή-σει
απόκεντρος α-πό-κε-ντρος
αποκεντρωτικό α-πο-κε-ντρω-τι-κό
αποκήρυξε α-πο-κή-ρυ-ξε
αποκλείεται α-πο-κλεί-ε-ται
αποκλεισμός α-πο-κλει-σμός
αποκλειστική α-πο-κλει-στι-κή
αποκλείω α-πο-κλεί-ω
απόκληρους α-πό-κλη-ρους
αποκλινόντων α-πο-κλι-νό-ντων
απόκλιση α-πό-κλι-ση
αποκοιμούνται α-πο-κοι-μού-νται
αποκορύφωση α-πο-κο-ρύ-φω-ση
αποκρίνονται α-πο-κρί-νο-νται
αποκρυστάλλωνε α-πο-κρυ-στά-λλω-νε
αποκρυφιστικό α-πο-κρυ-φι-στι-κό
αποκτά α-πο-κτά
αποκτήσει α-πο-κτή-σει
απόκτηση α-πό-κτη-ση
αποκτήσουμε α-πο-κτή-σου-με
αποκτήσουν α-πο-κτή-σουν
αποκτούμε α-πο-κτού-με
αποκτώ α-πο-κτώ
απολαμβάνει α-πο-λαμ-βά-νει
απολαμβάνω α-πο-λαμ-βά-νω
απόληξη α-πό-λη-ξη
απόλυτη α-πό-λυ-τη
απόλυτης α-πό-λυ-της
απολύτως α-πο-λύ-τως
απολύω α-πο-λύ-ω
απομακρύνομαι α-πο-μα-κρύ-νο-μαι
απομάκρυνση α-πο-μά-κρυν-ση
απομίμηση α-πο-μί-μη-ση
απομνημόνευση α-πο-μνη-μό-νευ-ση
απομονωμένες α-πο-μο-νω-μέ-νες
απομονωμένη α-πο-μο-νω-μέ-νη
απομόνωση α-πο-μό-νω-ση
απομυθοποιώ α-πο-μυ-θο-ποι-ώ
απονέμω α-πο-νέ-μω
απονενοημένος α-πο-νε-νο-η-μέ-νος
απόπειρα α-πό-πει-ρα
αποπλέω α-πο-πλέ-ω
αποπροσανατολισμός α-πο-προ-σα-να-το-λι-σμός
απορία α-πο-ρί-α
απόρρητο α-πό-ρρη-το
απόρρητος α-πό-ρρη-τος
απορρίπτονται α-πο-ρρί-πτο-νται
απόρριψη α-πό-ρρι-ψη
απορροφηθεί α-πο-ρρο-φη-θεί
απορρυθμίζεται α-πο-ρρυθ-μί-ζε-ται
απορυθμίζονται α-πο-ρυθ-μί-ζο-νται
απορύθμιση α-πο-ρύθ-μι-ση
απορύθμισης α-πο-ρύθ-μι-σης
αποσαφηνίζει α-πο-σα-φη-νί-ζει
αποσιωπά α-πο-σιω-πά
αποσιωπώ α-πο-σιω-πώ
αποσκίρτηση α-πο-σκίρ-τη-ση
αποσκοπούσε α-πο-σκο-πού-σε
αποσκοπώ α-πο-σκο-πώ
απόσπασμα α-πό-σπα-σμα
αποσπάσματος α-πο-σπά-σμα-τος
απόσταγμα α-πό-σταγ-μα
αποσταλεί α-πο-στα-λεί
αποστάσεις α-πο-στά-σεις
απόσταση α-πό-στα-ση
αποστασιοποιούμαι α-πο-στα-σι-ο-ποι-ού-μαι
αποστάτης α-πο-στά-της
αποστείλει α-πο-στεί-λει
αποστέλλομαι α-πο-στέ-λλο-μαι
αποστελλόμουν α-πο-στε-λλό-μουν
αποστέλλω α-πο-στέ-λλω
αποστολέας α-πο-στο-λέ-ας
αποστολή α-πο-στο-λή
Απόστολος Α-πό-στο-λος
αποστομώνω α-πο-στο-μώ-νω
αποστρατεία α-πο-στρα-τεί-α
αποσυγκεντρωτικό α-πο-συ-γκε-ντρω-τι-κό
